==========================================
REBUTTAL EXPERIMENTS — Wed Jun 10 22:06:17 EDT 2026
==========================================

[1/4] NER held-out task (6 models × 7 levels × 20 examples)
Started: Wed Jun 10 22:06:17 EDT 2026
Judge model: gpt-4o-mini
Models:    ['llama-3.1-8b', 'llama-3.3-70b', 'qwen3-32b', 'claude-haiku', 'gemini-flash']
Tasks:     ['ner']
Levels:    7 per task
Evaluator: llm_judge
Total:     700 experiments

Resuming: 700 experiments already done
[llama-3.1-8b | ner | level 1 | ex 1] SKIP
[llama-3.3-70b | instruction_following_hard | level 4 | ex 17] quality=1.000 tokens=102
[llama-3.3-70b | instruction_following_hard | level 4 | ex 18] SKIP
[llama-3.3-70b | instruction_following_hard | level 4 | ex 19] quality=0.950 tokens=108
[llama-3.3-70b | instruction_following_hard | level 4 | ex 20] SKIP
[llama-3.3-70b | instruction_following_hard | level 5 | ex 1] quality=0.900 tokens=121
[llama-3.3-70b | instruction_following_hard | level 5 | ex 2] quality=1.000 tokens=112
[llama-3.3-70b | instruction_following_hard | level 5 | ex 3] quality=0.400 tokens=110
[llama-3.3-70b | instruction_following_hard | level 5 | ex 4] quality=0.850 tokens=127
[llama-3.3-70b | instruction_following_hard | level 5 | ex 5] quality=1.000 tokens=124
[llama-3.3-70b | instruction_following_hard | level 5 | ex 6] quality=0.400 tokens=116
[llama-3.3-70b | instruction_following_hard | level 5 | ex 7] quality=0.950 tokens=124
[llama-3.3-70b | instruction_following_hard | level 5 | ex 8] quality=0.850 tokens=129
[llama-3.3-70b | instruction_following_hard | level 5 | ex 9] quality=0.400 tokens=119
[llama-3.3-70b | instruction_following_hard | level 5 | ex 10] quality=0.950 tokens=122
[llama-3.3-70b | instruction_following_hard | level 5 | ex 11] quality=0.600 tokens=121
[llama-3.3-70b | instruction_following_hard | level 5 | ex 12] quality=0.400 tokens=112
[llama-3.3-70b | instruction_following_hard | level 5 | ex 13] quality=1.000 tokens=132
[llama-3.3-70b | instruction_following_hard | level 5 | ex 14] quality=0.950 tokens=126
[llama-3.3-70b | instruction_following_hard | level 5 | ex 15] quality=0.200 tokens=118
[llama-3.3-70b | instruction_following_hard | level 5 | ex 16] quality=0.850 tokens=129
[llama-3.3-70b | instruction_following_hard | level 5 | ex 17] quality=1.000 tokens=128
[llama-3.3-70b | instruction_following_hard | level 5 | ex 18] quality=0.400 tokens=115
[llama-3.3-70b | instruction_following_hard | level 5 | ex 19] quality=0.950 tokens=134
[llama-3.3-70b | instruction_following_hard | level 5 | ex 20] quality=0.900 tokens=128
[llama-3.3-70b | instruction_following_hard | level 6 | ex 1] quality=0.850 tokens=150
[llama-3.3-70b | instruction_following_hard | level 6 | ex 2] quality=0.950 tokens=141
[llama-3.3-70b | instruction_following_hard | level 6 | ex 3] quality=0.400 tokens=139
[llama-3.3-70b | instruction_following_hard | level 6 | ex 4] quality=0.850 tokens=156
[llama-3.3-70b | instruction_following_hard | level 6 | ex 5] quality=1.000 tokens=153
[llama-3.3-70b | instruction_following_hard | level 6 | ex 6] quality=0.400 tokens=145
[llama-3.3-70b | instruction_following_hard | level 6 | ex 7] quality=1.000 tokens=153
[llama-3.3-70b | instruction_following_hard | level 6 | ex 8] quality=0.900 tokens=158
[llama-3.3-70b | instruction_following_hard | level 6 | ex 9] quality=0.400 tokens=148
[llama-3.3-70b | instruction_following_hard | level 6 | ex 10] quality=0.950 tokens=151
[llama-3.3-70b | instruction_following_hard | level 6 | ex 11] quality=0.950 tokens=150
[llama-3.3-70b | instruction_following_hard | level 6 | ex 12] quality=0.400 tokens=141
[llama-3.3-70b | instruction_following_hard | level 6 | ex 13] quality=1.000 tokens=161
[llama-3.3-70b | instruction_following_hard | level 6 | ex 14] quality=0.950 tokens=155
[llama-3.3-70b | instruction_following_hard | level 6 | ex 15] quality=0.300 tokens=147
[llama-3.3-70b | instruction_following_hard | level 6 | ex 16] quality=0.850 tokens=158
[llama-3.3-70b | instruction_following_hard | level 6 | ex 17] quality=1.000 tokens=157
[llama-3.3-70b | instruction_following_hard | level 6 | ex 18] quality=0.400 tokens=144
[llama-3.3-70b | instruction_following_hard | level 6 | ex 19] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99817, Requested 338. Please try again in 2m13.919999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | instruction_following_hard | level 6 | ex 20] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99814, Requested 332. Please try again in 2m6.143999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | instruction_following_hard | level 7 | ex 1] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99811, Requested 432. Please try again in 3m29.952s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | instruction_following_hard | level 7 | ex 2] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99808, Requested 318. Please try again in 1m48.864s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | instruction_following_hard | level 7 | ex 3] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99805, Requested 340. Please try again in 2m5.279999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | instruction_following_hard | level 7 | ex 4] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99802, Requested 357. Please try again in 2m17.376s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | instruction_following_hard | level 7 | ex 5] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99799, Requested 435. Please try again in 3m22.176s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | instruction_following_hard | level 7 | ex 6] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99796, Requested 427. Please try again in 3m12.672s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | instruction_following_hard | level 7 | ex 7] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99793, Requested 435. Please try again in 3m16.992s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | instruction_following_hard | level 7 | ex 8] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99790, Requested 359. Please try again in 2m8.735999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | instruction_following_hard | level 7 | ex 9] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99787, Requested 430. Please try again in 3m7.488s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | instruction_following_hard | level 7 | ex 10] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99784, Requested 352. Please try again in 1m57.504s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | instruction_following_hard | level 7 | ex 11] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99781, Requested 327. Please try again in 1m33.312s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | instruction_following_hard | level 7 | ex 12] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99778, Requested 318. Please try again in 1m22.944s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | instruction_following_hard | level 7 | ex 13] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99775, Requested 443. Please try again in 3m8.352s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | instruction_following_hard | level 7 | ex 14] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99772, Requested 332. Please try again in 1m29.856s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | instruction_following_hard | level 7 | ex 15] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99769, Requested 324. Please try again in 1m20.352s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | instruction_following_hard | level 7 | ex 16] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99766, Requested 359. Please try again in 1m48s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | instruction_following_hard | level 7 | ex 17] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99763, Requested 358. Please try again in 1m44.544s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | instruction_following_hard | level 7 | ex 18] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99760, Requested 321. Please try again in 1m9.984s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | instruction_following_hard | level 7 | ex 19] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99757, Requested 445. Please try again in 2m54.528s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | instruction_following_hard | level 7 | ex 20] SKIP
[gemini-flash | math_reasoning_hard | level 1 | ex 1] SKIP
[gemini-flash | math_reasoning_hard | level 1 | ex 2] SKIP
[gemini-flash | math_reasoning_hard | level 1 | ex 3] SKIP
[gemini-flash | math_reasoning_hard | level 1 | ex 4] SKIP
[gemini-flash | math_reasoning_hard | level 1 | ex 5] SKIP
[gemini-flash | math_reasoning_hard | level 1 | ex 6] SKIP
[gemini-flash | math_reasoning_hard | level 1 | ex 7] SKIP
[gemini-flash | math_reasoning_hard | level 1 | ex 8] SKIP
[gemini-flash | math_reasoning_hard | level 1 | ex 9] SKIP
[gemini-flash | math_reasoning_hard | level 1 | ex 10] SKIP
[gemini-flash | math_reasoning_hard | level 1 | ex 11] SKIP
[gemini-flash | math_reasoning_hard | level 1 | ex 12] SKIP
[gemini-flash | math_reasoning_hard | level 1 | ex 13] SKIP
[gemini-flash | math_reasoning_hard | level 1 | ex 14] SKIP
[gemini-flash | math_reasoning_hard | level 1 | ex 15] SKIP
[gemini-flash | math_reasoning_hard | level 1 | ex 16] SKIP
[gemini-flash | math_reasoning_hard | level 1 | ex 17] SKIP
[gemini-flash | math_reasoning_hard | level 1 | ex 18] SKIP
[gemini-flash | math_reasoning_hard | level 1 | ex 19] SKIP
[gemini-flash | math_reasoning_hard | level 1 | ex 20] SKIP
[gemini-flash | math_reasoning_hard | level 2 | ex 1] SKIP
[gemini-flash | math_reasoning_hard | level 2 | ex 2] SKIP
[gemini-flash | math_reasoning_hard | level 2 | ex 3] SKIP
[gemini-flash | math_reasoning_hard | level 2 | ex 4] SKIP
[gemini-flash | math_reasoning_hard | level 2 | ex 5] SKIP
[gemini-flash | math_reasoning_hard | level 2 | ex 6] SKIP
[gemini-flash | math_reasoning_hard | level 2 | ex 7] SKIP
[gemini-flash | math_reasoning_hard | level 2 | ex 8] SKIP
[gemini-flash | math_reasoning_hard | level 2 | ex 9] SKIP
[gemini-flash | math_reasoning_hard | level 2 | ex 10] SKIP
[gemini-flash | math_reasoning_hard | level 2 | ex 11] SKIP
[gemini-flash | math_reasoning_hard | level 2 | ex 12] SKIP
[gemini-flash | math_reasoning_hard | level 2 | ex 13] SKIP
[gemini-flash | math_reasoning_hard | level 2 | ex 14] SKIP
[gemini-flash | math_reasoning_hard | level 2 | ex 15] SKIP
[gemini-flash | math_reasoning_hard | level 2 | ex 16] SKIP
[gemini-flash | math_reasoning_hard | level 2 | ex 17] SKIP
[gemini-flash | math_reasoning_hard | level 2 | ex 18] SKIP
[gemini-flash | math_reasoning_hard | level 2 | ex 19] SKIP
[gemini-flash | math_reasoning_hard | level 2 | ex 20] SKIP
[gemini-flash | math_reasoning_hard | level 3 | ex 1] SKIP
[gemini-flash | math_reasoning_hard | level 3 | ex 2] SKIP
[gemini-flash | math_reasoning_hard | level 3 | ex 3] SKIP
[gemini-flash | math_reasoning_hard | level 3 | ex 4] SKIP
[gemini-flash | math_reasoning_hard | level 3 | ex 5] SKIP
[gemini-flash | math_reasoning_hard | level 3 | ex 6] SKIP
[gemini-flash | math_reasoning_hard | level 3 | ex 7] SKIP
[gemini-flash | math_reasoning_hard | level 3 | ex 8] SKIP
[gemini-flash | math_reasoning_hard | level 3 | ex 9] SKIP
[gemini-flash | math_reasoning_hard | level 3 | ex 10] SKIP
[gemini-flash | math_reasoning_hard | level 3 | ex 11] SKIP
[gemini-flash | math_reasoning_hard | level 3 | ex 12] SKIP
[gemini-flash | math_reasoning_hard | level 3 | ex 13] SKIP
[gemini-flash | math_reasoning_hard | level 3 | ex 14] SKIP
[gemini-flash | math_reasoning_hard | level 3 | ex 15] SKIP
[gemini-flash | math_reasoning_hard | level 3 | ex 16] SKIP
[gemini-flash | math_reasoning_hard | level 3 | ex 17] SKIP
[gemini-flash | math_reasoning_hard | level 3 | ex 18] SKIP
[gemini-flash | math_reasoning_hard | level 3 | ex 19] SKIP
[gemini-flash | math_reasoning_hard | level 3 | ex 20] SKIP
[gemini-flash | math_reasoning_hard | level 4 | ex 1] SKIP
[gemini-flash | math_reasoning_hard | level 4 | ex 2] SKIP
[gemini-flash | math_reasoning_hard | level 4 | ex 3] SKIP
[gemini-flash | math_reasoning_hard | level 4 | ex 4] SKIP
[gemini-flash | math_reasoning_hard | level 4 | ex 5] SKIP
[gemini-flash | math_reasoning_hard | level 4 | ex 6] SKIP
[gemini-flash | math_reasoning_hard | level 4 | ex 7] SKIP
[gemini-flash | math_reasoning_hard | level 4 | ex 8] SKIP
[gemini-flash | math_reasoning_hard | level 4 | ex 9] SKIP
[gemini-flash | math_reasoning_hard | level 4 | ex 10] SKIP
[gemini-flash | math_reasoning_hard | level 4 | ex 11] SKIP
[gemini-flash | math_reasoning_hard | level 4 | ex 12] SKIP
[gemini-flash | math_reasoning_hard | level 4 | ex 13] SKIP
[gemini-flash | math_reasoning_hard | level 4 | ex 14] SKIP
[gemini-flash | math_reasoning_hard | level 4 | ex 15] SKIP
[gemini-flash | math_reasoning_hard | level 4 | ex 16] SKIP
[gemini-flash | math_reasoning_hard | level 4 | ex 17] SKIP
[gemini-flash | math_reasoning_hard | level 4 | ex 18] SKIP
[gemini-flash | math_reasoning_hard | level 4 | ex 19] SKIP
[gemini-flash | math_reasoning_hard | level 4 | ex 20] SKIP
[gemini-flash | math_reasoning_hard | level 5 | ex 1] SKIP
[gemini-flash | math_reasoning_hard | level 5 | ex 2] SKIP
[gemini-flash | math_reasoning_hard | level 5 | ex 3] SKIP
[gemini-flash | math_reasoning_hard | level 5 | ex 4] SKIP
[gemini-flash | math_reasoning_hard | level 5 | ex 5] SKIP
[gemini-flash | math_reasoning_hard | level 5 | ex 6] SKIP
[gemini-flash | math_reasoning_hard | level 5 | ex 7] SKIP
[gemini-flash | math_reasoning_hard | level 5 | ex 8] SKIP
[gemini-flash | math_reasoning_hard | level 5 | ex 9] SKIP
[gemini-flash | math_reasoning_hard | level 5 | ex 10] SKIP
[gemini-flash | math_reasoning_hard | level 5 | ex 11] SKIP
[gemini-flash | math_reasoning_hard | level 5 | ex 12] SKIP
[gemini-flash | math_reasoning_hard | level 5 | ex 13] SKIP
[gemini-flash | math_reasoning_hard | level 5 | ex 14] SKIP
[gemini-flash | math_reasoning_hard | level 5 | ex 15] SKIP
[gemini-flash | math_reasoning_hard | level 5 | ex 16] SKIP
[gemini-flash | math_reasoning_hard | level 5 | ex 17] SKIP
[gemini-flash | math_reasoning_hard | level 5 | ex 18] SKIP
[gemini-flash | math_reasoning_hard | level 5 | ex 19] SKIP
[gemini-flash | math_reasoning_hard | level 5 | ex 20] SKIP
[gemini-flash | math_reasoning_hard | level 6 | ex 1] SKIP
[gemini-flash | math_reasoning_hard | level 6 | ex 2] SKIP
[gemini-flash | math_reasoning_hard | level 6 | ex 3] SKIP
[gemini-flash | math_reasoning_hard | level 6 | ex 4] SKIP
[gemini-flash | math_reasoning_hard | level 6 | ex 5] SKIP
[gemini-flash | math_reasoning_hard | level 6 | ex 6] SKIP
[gemini-flash | math_reasoning_hard | level 6 | ex 7] SKIP
[gemini-flash | math_reasoning_hard | level 6 | ex 8] SKIP
[gemini-flash | math_reasoning_hard | level 6 | ex 9] SKIP
[gemini-flash | math_reasoning_hard | level 6 | ex 10] SKIP
[gemini-flash | math_reasoning_hard | level 6 | ex 11] SKIP
[gemini-flash | math_reasoning_hard | level 6 | ex 12] SKIP
[gemini-flash | math_reasoning_hard | level 6 | ex 13] SKIP
[gemini-flash | math_reasoning_hard | level 6 | ex 14] SKIP
[gemini-flash | math_reasoning_hard | level 6 | ex 15] SKIP
[gemini-flash | math_reasoning_hard | level 6 | ex 16] SKIP
[gemini-flash | math_reasoning_hard | level 6 | ex 17] SKIP
[gemini-flash | math_reasoning_hard | level 6 | ex 18] SKIP
[gemini-flash | math_reasoning_hard | level 6 | ex 19] SKIP
[gemini-flash | math_reasoning_hard | level 6 | ex 20] SKIP
[gemini-flash | math_reasoning_hard | level 7 | ex 1] SKIP
[gemini-flash | math_reasoning_hard | level 7 | ex 2] SKIP
[gemini-flash | math_reasoning_hard | level 7 | ex 3] SKIP
[gemini-flash | math_reasoning_hard | level 7 | ex 4] SKIP
[gemini-flash | math_reasoning_hard | level 7 | ex 5] SKIP
[gemini-flash | math_reasoning_hard | level 7 | ex 6] SKIP
[gemini-flash | math_reasoning_hard | level 7 | ex 7] SKIP
[gemini-flash | math_reasoning_hard | level 7 | ex 8] SKIP
[gemini-flash | math_reasoning_hard | level 7 | ex 9] SKIP
[gemini-flash | math_reasoning_hard | level 7 | ex 10] SKIP
[gemini-flash | math_reasoning_hard | level 7 | ex 11] SKIP
[gemini-flash | math_reasoning_hard | level 7 | ex 12] SKIP
[gemini-flash | math_reasoning_hard | level 7 | ex 13] SKIP
